dataset_type,row_id,arxiv_id,category,abstract,Introduction/Background,Aim/Purpose,Methodology,Results / Contributions ,Conclusions,Limitations of Research / Gap,Not Sure,ERRORS,TOO LONG,length,number_of_errors
test,5096,1406.0912,cs,"<S0> With the continuous growth in the consumer markets of mobile smartphones and increasingly in augmented binocular vision wearable devices , several avenues of research investigate the relationships between the quality perceived by mobile users and the delivery mechanisms at play to support a high quality of experience for mobile users . in this paper , we present the first study that evaluates the relationships of mobile movie quality and the viewer perceived quality thereof in an augmented binocular vision setting employing commercially available head mounted see through devices. </S0> <S1> We find that participants tend to overestimate the video quality when compared to a scaled representation and exhibit a significant variation of accuracy that leans onto the movie content and its dynamics. </S1> <S2> Our findings , thus , can broadly impact future media adaptation and delivery mechanisms for this new display format of mobile multimedia and spur foll. </S2> <S3> Up research in this increasingly popular domain . augmented reality , multimedia systems , perceptual quality , quality of experience , quality of servi. </S3>",0.0,0.0,0.0,0.5,0.0,0.0,,0.5,,4,2
test,5844,cs0306063,cs,"<S0> Registration and management of users in a large scale grid computing environment presents new challenges that are not well addressed by existing protocols . within a single virtual organization ( vo. </S0> <S1> , thousands of users will potentially need access to hundreds of computing sites , and the traditional model where users register for local accounts at each site will present significant scaling problems. </S1> <S2> However , computing sites must maintain control over access to the site and site policies generally require individual local accounts for every user. </S2> <S3> We present here a model that allows users to register once with a vo and yet still provides all of the computing sites the information they require with the required level of trust. </S3> <S4> We have developed tools to allow sites to automate the management of local accounts and the mappings between grid identities and local accounts . * keywords * : grid computing , virtual organization , user accounts , grid user management system. </S4>",0.2,0.0,0.2,0.2,0.0,0.0,,0.6,,5,3
test,1221,1502.07055,cs,"<S0> Fast fourier transform ( fft ) of large number of samples requires huge hardware resources of field programmable gate arrays ( fpga ) , which needs more area and power . in this pap. </S0> <S1> , we present an area efficient architecture of fft processor that reuses the butterfly elements several times. </S1> <S2> The fft processor is simulated using vhdl and the results are validated on a virtex - 6 fpga. </S2> <S3> The proposed architecture outperforms the conventional architecture of a @xmath0 - point fft processor in terms of area which is reduced by a factor of @xmath1 with negligible increase in processing time. </S3> <S4> Fft , fpga , resource optimizati. </S4>",0.0,0.0,0.2,0.2,0.0,0.0,,0.6,,5,3
test,5287,1409.607,cs,"<S0> Convolutional neural networks ( cnns ) perform well on problems such as handwriting recognition and image classification . however , the performance of the networks is often limited by budget and time constraints , particularly when trying to train deep networks. </S0> <S1> Motivated by the problem of online handwriting recognition , we developed a cnn for processing spatially - sparse inputs ; a character drawn with a one - pixel wide pen on a high resolution grid looks like a sparse matrix . taking advantage . </S1> <S2> The sparsity allowed us more efficiently to train and test large , deep cnns . on the casia - olhwdb1.1 dataset containing 3755 character class. </S2> <S3> We get a test error of 3.82 %. </S3> <S4> Although pictures are not sparse , they can be thought of as sparse by adding padding. </S4> <S5> Applying a deep convolutional network using sparsity has resulted in a substantial reduction in test error on the cifar small picture datasets : 6.28 % on cifar - 10 and 24.30 % for cifar - 100. </S5> <S6> * keywords : * online character recognition , convolutional neural network , sparsity , computer visi. </S6>",0.0,0.0,0.0,0.42857142857142855,0.0,0.0,,0.5714285714285714,,7,4
test,701,1604.06187,cs,"<S0> Evolutionary algorithms have been widely studied from a theoretical perspective . in particular , the area of runtime analys. </S0> <S1> Has contributed significantly to a theoretical understanding and provided insights into the working behaviour of these algorithms. </S1> <S2> We study how these insights into evolutionary processes can be used for evolutionary art. </S2> <S3> We introduce the notion of evolutionary image transition which transfers a given starting image into a target image through an evolutionary process . combining standard mutation effects known from the optimization of the classical benchmark function onemax and different variants of random walks , we present ways of performing evolutionary image transition with different artistic effects. </S3>",0.25,0.0,0.0,0.0,0.0,0.0,,0.75,,4,3
test,3813,1309.7391,cs,"<S0> Constructionism is a learning theory that states that we learn more when we construct tangible objects . in the process of building and presenting our work. </S0> <S1> We make concrete the abstract mental models we ve formed , see where they breakdown through the feedback we receive , and revise the models accordingly. </S1> <S2> Computer programming has long been taught under a constructionist approach using sensory - rich contexts like robots , media , and logo - style environments . now , with affordable 3 -d printers in the hands of consumers , we have a new medium in which learners may realize their computational ideas . in this demonstration , we share a mobile development environment named madeup , which empowers its users to navigate 3 - d space using a logo - like imperative and functional language. </S2> <S3> Every stop in space becomes a vertex in a 3 - d model. </S3> <S4> The generated models may be exported or uploaded to a 3 - d printing service. </S4> <S5> Constructionism , 3 -d modeling , learning id. </S5>",0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,,0.5,,6,3
test,1303,811.125,cs,"<S0> We develop the concept of * abc*- boost ( * * a** daptive * * b**ase * * c** lass boost ) for multi - class classification and present * abc* - mart , a concrete implementation of * abc*- boost. </S0> <S1> The original mart ( * * m**ultiple * * a**dditive * * r** egression * * t** rees ) algorithm has been very successful in large - scale applications . for binary classification. </S1> <S2> Abc - Mart recovers Mart . for multi - class classification. </S2> <S3> Abc - Mart considerably improves mart , as evaluated on several public data sets. </S3>",0.0,0.0,0.0,0.0,0.25,0.0,,0.75,,4,3
test,3282,1006.5352,cs,"<S0> We show that the widely used homotopy method for solving fixpoint problems , as well as the harsanyi - selten equilibrium selection process for games , are - complete to implement . extending our result for the harsanyi - selten proce. </S0> <S1> , we show that several other homotopy - based algorithms for finding equilibria of games are also - complete to impleme. </S1> <S2> . a further application of our techniques yields the result that it is - complete to compute any of the equilibria that could be found via the classical lemke - howson algorithm , a complexity - theoretic strengthening of the result in @xcite. </S2> <S3> These results show that our techniques can be widely applied and suggest that the - completeness of implementing homotopy methods is a general principle. </S3> <S4> Game theory , computational complexi. </S4>",0.0,0.0,0.0,0.2,0.2,0.0,,0.8,,5,4
test,553,1406.1856,cs,"<S0> We provide a general mechanism to design online learning algorithms based on a minimax analysis within a drifting - games framework. </S0> <S1> Different online learning settings ( hedge , multi - armed bandit problems and online convex optimization ) are studied by converting into various kinds of drifting games . the original minimax analysis for drifting gam. </S1> <S2> Is then used and generalized by applying a series of relaxations , starting from choosing a convex surrogate of the 0 - 1 loss function . with different choices of surrogates. </S2> <S3> We not only recover existing algorithms , but also propose new algorithms that are totally parameter - free and enjoy other useful properties. </S3> <S4> Moreover , our drifting - games framework naturally allows us to study high probability bounds without resorting to any concentration results , and also a generalized notion of regret that measures how good the algorithm is compared to all but the top small fraction of candidates. </S4> <S5> Finally , we translate our new hedge algorithm into a new adaptive boosting algorithm that is computationally faster as shown in experiments , since it ignores a large number of examples on each round. </S5>",0.16666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,,0.5,,6,3
test,4437,1205.4699,cs,"<S0> Dynamic reconfiguration is the action of modifying a software system at runtime. </S0> <S1> Several works have been using architectural specification as the basis for dynamic reconfiguration . indeed adls ( architecture description languages. </S1> <S2> Let architects describe the elements that could be reconfigured as well as the set of constraints to which the system must conform during reconfiguration . in this wo. </S2> <S3> , we investigate the adl literature in order to illustrate how reconfiguration is supported in four well - known adls : @ xmath0 - adl , acme , c2 sadl and dynamic wright . from this review , we conclude that none of these adls : ( i ) addresses the issue of consistently reconfiguring both instances and types ; ( ii ) takes into account the behaviour of architectural elements during reconfiguration ; and ( iii ) provides support for assessing reconfiguration , e.g. , verifying the transition against properties. </S3>",0.25,0.0,0.0,0.0,0.0,0.0,,0.75,,4,3
test,1154,911.5153,cs,"<S0> In practical ultra - wideband ( uwb ) systems , rake receivers are not able to fully take advantage of all resolvable paths , because of the required computational and power resources . on the other hand. </S0> <S1> Transmitted reference ( tr ) schemes are simple , robust structures with low power consumption and they do not require channel estimation , but they sustain a 3 db energy / rate loss , as each symbol requires the transmission of two pulses . alternatively , the differential tr ( dtr ) scheme offers 3 db performance gain compared to conventional tr structures and double data rates since the previously transmitted data pulse is used as a reference . in this pap. </S1> <S2> We introduce a less complex , energy - efficient tr scheme , called self reference ( sr ) uwb system , which uses as reference an elaborated replica of the received signal. </S2> <S3> It is shown that the sr scheme outperforms the dtr one in terms of error performance and achieves double data - rate compared to conventional tr schemes. </S3> <S4> Differential transmitted reference uwb , fading channel , self reference uwb , transmitted reference uwb , uwb. </S4>",0.2,0.0,0.0,0.2,0.2,0.0,,0.6,,5,3
test,1297,1207.0783,cs,"<S0> Semi - supervised template update systems allow to automatically take into account the intra - class variability of the biometric data over time. </S0> <S1> Such systems can be inefficient by including too many impostor s samples or skipping too many genuine s samples . in the first ca. </S1> <S2> , the biometric reference drifts from the real biometric data and attracts more often impostors . in the second ca. </S2> <S3> , the biometric reference does not evolve quickly enough and also progressively drifts from the real biometric data. </S3> <S4> We propose a hybrid system using several biometric sub - references in order to increase performance of self - update systems by reducing the previously cited errors. </S4> <S5> The proposition is validated for a keystroke - dynamics authentication system ( this modality suffers of high variability over time ) on two consequent datasets from the state of the art. </S5>",0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,,0.5,,6,3
test,469,812.0197,cs,"<S0> We describe a new methodology for studying persistence of topological features across a family of spaces or point - cloud data sets , called zigzag persistence . building on classical results about quiver representations , zigzag persistence generalises the highly successful theory of persistent homology and addresses several situations which are not covered by that theory . in this pap. </S0> <S1> We develop theoretical and algorithmic foundations with a view towards applications in topological statistics. </S1>",0.5,0.0,0.0,0.0,0.0,0.0,,0.5,,2,1
test,3568,cs0701084,cs,"<S0> We discuss the performance of low - density - parity - check ( ldpc ) codes decoded by means of linear programming ( lp ) at moderate and large signal - to - noise - ratios ( snr ) . utilizing a combination of the previously introduced pseudo - codeword - search method and a new dendro "" trick , which allows us to reduce the complexity of the lp decodi. </S0> <S1> , we analyze the dependence of the frame - error - rate ( fer ) on the snr . und. </S1> <S2> Maximum - a - posteriori ( map ) decoding the dendro - code , having only checks with connectivity degree three , performs identically to its original code with high - connectivity checks . for a number of popular ldpc codes performing over the additive - white - gaussian - noise ( awgn ) channel we found that either an error - floor sets at a relatively low snr , or otherwise a transient asymptote , characterized by a faster decay of fer with the snr increase , precedes the error - floor asymptote. </S2> <S3> We explain these regimes in terms of the pseudo - codeword spectra of the codes. </S3> <S4> Ldpc codes , linear programming decoding , error - floor , pseudo - codewor. </S4>",0.0,0.0,0.0,0.2,0.0,0.0,,0.8,,5,4
test,1762,1703.00134,cs,"<S0> We define a multiaccess communication scheme that effectively eliminates interference and resolves collisions in many - to - one and many - to - many communication scenarios. </S0> <S1> Each transmitter is uniquely identified by a steering vector. </S1> <S2> All signals issued from a specific transmitter will be steered into the same single - dimensional or double - dimensional subspace at all receivers hearing this transmission. </S2> <S3> This subspace is orthogonal to the noise subspace at a receiver and the signals within the subspace can be extracted using the root - music method . at high s. </S3> <S4> , local channel knowledge and strict synchronization , the algorithm asymptotically achieves full network capacity on condition that a channel remains constant within a single time slot . without synchronization , the worst case asymptotic performance is still greater than the @xmath0 throughput achieved by collision resolution algorithms and interference management techniques like interference alignment .. </S4> <S5> * index collision resolution , interference elimination , interference alignment , root - music , steering vectors *. </S5>",0.5,0.0,0.0,0.0,0.0,0.0,,0.5,,6,3
test,4486,902.2736,cs,"<S0> Stochastic games are a natural model for the synthesis of controllers confronted to adversarial and / or random actions. </S0> <S1> In particular , @xmath0 - regular games of infinite length can represent reactive systems which are not expected to reach a correct state , but rather to handle a continuous stream of events. </S1> <S2> One critical resource in such applications is the memory used by the controller . in this pap. </S2> <S3> , we study the amount of memory that can be saved through the use of randomisation in strategies , and present matching upper and lower bounds for stochastic muller games. </S3> <S4> Florian Ho. </S4>",0.4,0.0,0.0,0.0,0.0,0.0,,0.6,,5,3
test,2434,1203.4732,cs,"<S0> In this extended abstract we provide a unifying framework that can be used to characterize and compare the expressive power of query languages for different data base models. </S0> <S1> The framework is based upon the new idea of _ valid _ partition , that is a partition of the elements of a given data base , where each class of the partition is composed by elements that can not be separated ( distinguished ) according to some level of information contained in the data base. </S1> <S2> We describe two applications of this new framework , first by deriving a new syntactic characterization of the expressive power of relational algebra which is equivalent to the one given by paredaens , and subsequently by studying the expressive power of a simple graph - based data model. </S2> <S3> [ section ] [ section ] [ section ] [ section ] [ section ] [ section ] [ section ] [ section ] [ section ] [ thm ] proposition [ thm ] corollary [ section. </S3>",0.5,0.0,0.0,0.0,0.0,0.0,,0.5,,4,2
test,2463,cs0501067,cs,"<S0> Transmission of information over a discrete - time memoryless rician fading channel is considered where neither the receiver nor the transmitter knows the fading coefficients . the spectral - efficiency / bit - energy tradeoff in the low - power regi. </S0> <S1> Is examined when the input has limited peakedness . it is shown that if a fourth moment input constraint is imposed or the input peak - to - average power ratio is limited , then in contrast to the behavior observed in average power limited channels , the minimum bit energy is not always achieved at zero spectral efficiency. </S1> <S2> The low - power performance is also characterized when there is a fixed peak limit that does not vary with the average power. </S2> <S3> A new signaling scheme that overlays phase - shift keying on on - off keying is proposed and shown to be optimally efficient in the low - power regime. </S3> <S4> + _ index terms _ : fading channels , memoryless fading , rician fading , peak constraints , spectral efficiency , low - power regime . 1.5 1. </S4>",0.4,0.0,0.0,0.0,0.0,0.0,,0.6,,5,3
test,4661,cs0412063,cs,"<S0> A fully abstract and universal domain model for modal transition systems and refinement , developed in @xcite , is shown to be a maximal - points space model for the bisimulation quotient of labelled transition systems over a finite set of events . in this domain mod. </S0> <S1> We prove that this quotient is a stone space whose compact , zero - dimensional , and ultra - metrizable hausdorff topology measures the degree of bisimilarity and that image - finite labelled transition systems are dense . using this compactness we show that the set of labelled transition systems that refine a modal transition system , its `` set of implementations , '' is compact and derive a compactness theorem for hennessy - milner logic on such implementation sets. </S1> <S2> These results extend to systems that also have partially specified state propositions , unify existing denotational , operational , and metric semantics on partial processes , render robust consistency measures for modal transition systems , and yield an abstract interpretation of compact sets of labelled transition systems as Scott - closed sets of modal transition systems. </S2>",0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,3,3
test,4709,cs0407044,cs,"<S0> In this paper , we propose an effective search procedure that interleaves two steps : subproblem generation and subproblem solution. </S0> <S1> We mainly focus on the first part. </S1> <S2> It consists of a variable domain value ranking based on reduced costs . exploiting the ranking , we generate , in a limited discrepancy search tree , the most promising subproblems first. </S2> <S3> An interesting result is that reduced costs provide a very precise ranking that allows to almost always find the optimal solution in the first generated subproblem , even if its dimension is significantly smaller than that of the original problem . concerning the proof of optimali. </S3> <S4> , we exploit a way to increase the lower bound for subproblems at higher discrepancies. </S4> <S5> We show experimental results on the tsp and its time constrained variant to show the effectiveness of the proposed approach , but the technique could be generalized for other problems. </S5>",0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,,0.5,,6,3
test,5041,1302.3969,cs,"<S0> Since the complexity of the practical environment , many distributed networked systems can not be illustrated with the integer - order dynamics and only be described as the fractional - order dynamics. </S0> <S1> Suppose multi - agent systems will show the individual diversity with difference agents , where the heterogeneous ( integer - order and fractional - order ) dynamics are used to illustrate the agent systems and compose integer - fractional compounded - order systems. </S1> <S2> Applying laplace transform and frequency domain theory of the fractional - order operator , consensus of delayed multi - agent systems with directed weighted topologies is studied. </S2> <S3> Since integer - order model is the special case of fractional - order model , the results in this paper can be extend to the systems with integer - order models. </S3> <S4> Finally , numerical examples are used to verify our results . coordination control ; multi - agent systems ; heterogeneous dynamics ; compounded - order ; communication delays. </S4> <S5> + * pacs * : 89.75.f6 ; 05.30.. </S5>",0.3333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,,0.5,,6,3
test,3941,1210.2195,cs,"<S0> While past research in answer - set programming ( asp ) mainly focused on theory , asp solver technology , and applications , the present work situates itself in the context of a quite recent research trend : _ development support for asp . _ in particular , we propose to augment answer - set programs with additional meta - information formulated in a dedicated annotation language , called. </S0> <S1> This language allows the grouping of rules into coherent blocks and to specify language signatures , types , pre - and postconditions , as well as unit tests for such blocks . while these annotations are invisible to an asp solver , as they take the form of program comments , they can be interpreted by tools for documentation , testing , and verification purposes , as well as to eliminate sources of common programming errors by realising syntax checking or code completion features . to demonstrate its versatility , we introduce two such tools , viz. </S1> <S2> ( i ) , for generating an html documentation for a program based on the annotated information , and ( ii ) , for running and monitoring unit tests on program blocks. </S2> <S3> Is also exploited in the @xmath0system , an integrated development environment for Asp based on eclipse. </S3> <S4> [ firstpage ] answer - set programming , program annotations , documentation , unit testi. </S4>",0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,5,5
test,6436,1509.09138,cs,"<S0> This work presents a smart trespasser detection and alert system which aims to increase the amount of security as well as the likelihood of positively identifying or stopping trespassers and intruders as compared to other commonly deployed home security system. </S0> <S1> Using multiple sensors , this system can gauge the extent of danger exhibited by a person or animal in or around the home premises , and can forward certain critical information regarding the same to home owners as well as other specified persons such as relevant security authorities. </S1> <S2> Home security , wireless device network , zigbee , wi. </S2>",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,0.6666666666666666,,3,2
test,3326,1003.0628,cs,"<S0> Text documents are complex high dimensional objects . to effectively visualize such da. </S0> <S1> It is important to reduce its dimensionality and visualize the low dimensional embedding as a 2 - d or 3 - d scatter plot . in this pap. </S1> <S2> We explore dimensionality reduction methods that draw upon domain knowledge in order to achieve a better low dimensional embedding and visualization of documents. </S2> <S3> We consider the use of geometries specified manually by an expert , geometries derived automatically from corpus statistics , and geometries computed from linguistic resources. </S3>",0.25,0.0,0.25,0.0,0.0,0.0,,0.5,,4,2
test,1120,1609.03234,cs,"<S0> _ counterfactual regret minimization _ ( cfr ) is the most popular iterative algorithm for solving zero - sum imperfect - information games .. </S0> <S1> Regret - based pruning _ ( rbp ) is an improvement that allows poorly - performing actions to be temporarily pruned , thus speeding up cfr. </S1> <S2> We introduce _ total rbp _ , a new form of rbp that reduces the space requirements of cfr as actions are pruned. </S2> <S3> We prove that in zero - sum games it asymptotically prunes any action that is not part of a best response to some nash equilibrium. </S3> <S4> This leads to provably faster convergence and lower space requirements. </S4> <S5> Experiments show that total rbp results in an order of magnitude reduction in space , and the reduction factor increases with game size. </S5>",0.0,0.0,0.0,0.5,0.16666666666666666,0.0,,0.5,,6,3
test,3862,1605.06143,cs,"<S0> In this paper , we present a general method for trade off between performance and accuracy of distributed calculations by performing data sampling . sampling was a topic of extensive research that recently received a boost of interest. </S0> <S1> We provide a sampling method targeted at separate , non - collaborating , vertically partitioned datasets . the method is exemplified and tested on approximation of intersection set both without and with privacy - preserving mechanism. </S1> <S2> An analysis of the bound on error as a function of the sample size is discussed and heuristic algorithm is suggested to further improve the performance. </S2> <S3> The algorithms were implemented and experimental results confirm the validity of the approach. </S3>",0.0,0.0,0.0,0.5,0.0,0.0,,0.5,,4,2
test,5860,1610.04002,cs,"<S0> - 1 social media platforms are now a key source of information for a large segment of the public . as such , these platforms have a great potential as a means to provide real - time information to emergency management agencies. </S0> <S1> Moreover , during an emergency , these agencies are very interested in social media as a means to find public - driven response efforts , as well as to track how their handling of that emergency is being perceived . however , there is currently a lack advanced tools designed for monitoring social media during emergencies. </S1> <S2> The emergency analysis identification and management system ( eaims ) is a prototype service that aims to fill this technology gap by providing richer analytic and exploration tools than current solutions . in particular , eaims provides real - time detection of emergency events , related information finding , information access and credibility analysis tools for use over social media during emergencies. </S2>",0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,3,3
test,1994,1611.07649,cs,"<S0> _ security and distributed infrastructure are two of the most common requirements for big data software. </S0> <S1> But the security features of the big data platforms are still premature. </S1> <S2> It is critical to identify , modify , test and execute some of the existing security mechanisms before using them in the big data world . in this paper , we propose a novel intrusion detection technique that understands and works according to the needs of big data systems. </S2> <S3> Our proposed technique identifies program level anomalies using two methods - a * profiling method * that models application behavior by creating process signatures from control - flow graphs ; and a * matching method * that checks for coherence among the replica nodes of a big data system by matching the process signatures. </S3> <S4> The profiling method creates a process signature by reducing the control - flow graph of a process to a set of minimum spanning trees and then creates a hash of that set . the matching method first checks for similarity in process behavior by matching the received process signature with the local signature and then shares the result with all replica datanodes for consensus. </S4> <S5> Experimental results show only 0.8 % overhead due to the proposed technique when tested on the hadoop map - reduce examples in real - time . _ big data ; intrusion detection ; control - flow graph. </S5>",0.16666666666666666,0.0,0.0,0.0,0.0,0.0,,0.8333333333333334,,6,5
