dataset_type,row_id,arxiv_id,category,abstract,Introduction/Background,Aim/Purpose,Methodology,Results / Contributions ,Conclusions,Limitations of Research / Gap,Not Sure,ERRORS,TOO LONG,length,number_of_errors
test,6344,1304.2641,cs,"<S0> Given an undirected graph @xmath0 , the minimum sum coloring problem ( mscp ) is to find a legal assignment of colors ( represented by natural numbers ) to each vertex of @xmath 0 such that the total sum of the colors assigned to the vertices is minimized. </S0> <S1> This paper presents a memetic algorithm for mscp based on a tabu search procedure with two neighborhoods and a multi - parent crossover operator. </S1> <S2> Experiments on a set of 77 well - known dimacs and color 2002 - 2004 benchmark instances show that the proposed algorithm achieves highly competitive results in comparison with five state - of - the - art algorithms. </S2> <S3> In particular , the proposed algorithm can improve the best known results for 17 instances. </S3> <S4> We also provide upper bounds for 18 additional instances for the first time. </S4> <S5> _ keywords _ : sum coloring , memetic algorithm , heuristics , combinatorial optimization ,. </S5>",0.3333333333333333,0.0,0.0,0.5,0.0,0.0,,0.16666666666666666,,6,1
test,4877,cs0505022,cs,"<S0> The performance of collaborative beamforming is analyzed using the theory of random arrays. </S0> <S1> The statistical average and distribution of the beampattern of randomly generated phased arrays is derived in the framework of wireless ad hoc sensor networks. </S1> <S2> Each sensor node is assumed to have a single isotropic antenna and nodes in the cluster collaboratively transmit the signal such that the signal in the target direction is coherently added in the far - field region. </S2> <S3> It is shown that with @xmath0 sensor nodes uniformly distributed over a disk , the directivity can approach @xmath0 , provided that the nodes are located sparsely enough. </S3> <S4> The distribution of the maximum sidelobe peak is also studied . with the application to ad hoc networks in mind. </S4> <S5> Two scenarios , closed - loop and open - loop , are considered. </S5> <S6> Associated with these scenarios , the effects of phase jitter and location estimation errors on the average beampattern are also analyzed. </S6> <S7> _ to appear in ieee transactions on signal processing , 2005. </S7>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8,0
test,4812,1412.8501,cs,"<S0> We establish a network formation game for the internet s autonomous system ( as ) interconnection topology. </S0> <S1> The game includes different types of players , accounting for the heterogeneity of ass in the internet. </S1> <S2> We incorporate reliability considerations in the player s utility function , and analyze static properties of the game as well as its dynamic evolution. </S2> <S3> We provide dynamic analysis of its topological quantities , and explain the prevalence of some `` network motifs '' in the internet graph. </S3> <S4> We assess our predictions with real - world data. </S4> <S5> #. </S5>",0.3333333333333333,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,,0.16666666666666666,,6,1
test,4821,1207.5446,cs,"<S0> Cryptographic standards serve two important goals : making different implementations interoperable and avoiding various known pitfalls in commonly used schemes. </S0> <S1> This chapter discusses public - key cryptography standards ( pkcs ) which have significant impact on the use of public key cryptography in practice. </S1> <S2> Pkcs standards are a set of standards , called pkcs # 1 through # 15. </S2> <S3> These standards cover rsa encryption , rsa signature , password - based encryption , cryptographic message syntax , private - key information syntax , selected object classes and attribute types , certification request syntax , cryptographic token interface , personal information exchange syntax , and cryptographic token information syntax. </S3> <S4> The pkcs standards are published by rsa laboratories. </S4> <S5> Though rsa laboratories solicits public opinions and advice for pkcs standards , rsa laboratories retain sole decision - making authority on all aspects of pkcs standards. </S5> <S6> Pkcs has been the basis for many other standards such as s / mime. </S6> <S7> * key works *. asn.1 , public key cryptography , digital signature , encryption , key establishment scheme , public key certificate , cryptographic message syntax , cryptographic token interface ( cryptoki ). </S7>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8,0
test,1700,1701.03572,cs,"<S0> This paper describes the development of a novel algorithm to tackle the problem of real - time video stabilization for unmanned aerial vehicles ( uavs ). </S0> <S1> There are two main components in the algorithm : ( 1 ) by designing a suitable model for the global motion of uav , the proposed algorithm avoids the necessity of estimating the most general motion model , projective transformation , and considers simpler motion models , such as rigid transformation and similarity transformation. </S1> <S2> ( 2 ) to achieve a high processing speed , optical - flow based tracking is employed in lieu of conventional tracking and matching methods used by state - of - the - art algorithms. </S2> <S3> These two new ideas resulted in a real - time stabilization algorithm , developed over two phases. </S3> <S4> Stage i considers processing the whole sequence of frames in the video while achieving an average processing speed of 50 fps on several publicly available benchmark videos. </S4> <S5> Next , stage ii undertakes the task of real - time video stabilization using a multi - threading implementation of the algorithm designed in stage . </S5>",0.16666666666666666,0.0,0.3333333333333333,0.5,0.0,0.0,,0.0,,6,0
test,659,1603.04792,cs,"<S0> Understanding customer buying patterns is of great interest to the retail industry and has shown to benefit a wide variety of goals ranging from managing stocks to implementing loyalty programs. </S0> <S1> Association rule mining is a common technique for extracting correlations such as _ people in the south of France buy ros wine _ or. </S1> <S2> Customers who buy Pat also buy salted butter and sour bread . _ unfortunately , sifting through a high number of buying patterns is not useful in practice , because of the predominance of popular products in the top rules . as a result. </S2> <S3> A number of `` interestingness '' measures ( over 30 ) have been proposed to rank rules. </S3> <S4> However , there is no agreement on which measures are more appropriate for retail data. </S4> <S5> Moreover , since pattern mining algorithms output thousands of association rules for each product , the ability for an analyst to rely on ranking measures to identify the most interesting ones is crucial . in this paper. </S5> <S6> We develop ( comparative analysis of patterns ) , a framework that provides analysts with the ability to compare the outcome of interestingness measures applied to buying patterns in the retail industry. </S6> <S7> We report on how we used to compare 34 measures applied to over 1,800 stores of intermarch , one of the largest food retailers in France. </S7>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8,0
test,3062,cs9907030,cs,"<S0> We describe simple linear time algorithms for coloring the squares of balanced and unbalanced quadtrees so that no two adjacent squares are given the same color. </S0> <S1> If squares sharing sides are defined as adjacent , we color balanced quadtrees with three colors , and unbalanced quadtrees with four colors ; these results are both tight , as some quadtrees require this many colors. </S1> <S2> If squares sharing corners are defined as adjacent , we color balanced or unbalanced quadtrees with six colors ; for some quadtrees , at least five colors are required. </S2>",0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,,0.0,,3,0
test,2737,907.1012,cs,"<S0> Ant colony optimization ( aco ) has time complexity @xmath0 , and its typical application is to solve traveling salesman problem ( tsp ) , where @xmath 1 , @xmath2 , and @xmath3 denotes the iteration number , number of ants , number of cities respectively. </S0> <S1> Cutting down running time is one of study focuses , and one way is to decrease parameter @xmath 1 and @xmath 3 , especially @xmath 3 . for this focus. </S1> <S2> The following method is presented in this paper. </S2> <S3> Firstly , design a novel clustering algorithm named special local clustering algorithm ( slc ) , then apply it to classify all cities into compact classes , where compact class is the class that all cities in this class cluster tightly in a small region. </S3> <S4> Secondly , let aco act on every class to get a local tsp route. </S4> <S5> Thirdly , all local tsp routes are jointed to form solution. </S5> <S6> Fourthly , the inaccuracy of solution caused by clustering is eliminated. </S6> <S7> Simulation shows that the presented method improves the running speed of aco by 200 factors at least . and this high speed is benefit from two factors. </S7> <S8> One is that class has small size and parameter @xmath 3 is cut down. </S8> <S9> The route length at every iteration step is convergent when aco acts on compact class. </S9> <S10> The other factor is that , using the convergence of route length as termination criterion of aco and parameter @xmath 1 is cut do. </S10>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,11,0
test,505,1605.06743,cs,"<S0> Our formal understanding of the inductive bias that drives the success of convolutional networks on computer vision tasks is limited. </S0> <S1> In particular , it is unclear what makes hypotheses spaces born from convolution and pooling operations so suitable for natural images . in this pap. </S1> <S2> We study the ability of convolutional networks to model correlations among regions of their input. </S2> <S3> We theoretically analyze convolutional arithmetic circuits , and empirically validate our findings on other types of convolutional networks as well. </S3> <S4> Correlations are formalized through the notion of separation rank , which for a given partition of the input , measures how far a function is from being separable . we show that a polynomially sized deep network supports exponentially high separation ranks for certain input partitions , while being limited to polynomial separation ranks for others. </S4> <S5> The network s pooling geometry effectively determines which input partitions are favored , thus serves as a means for controlling the inductive bias. </S5> <S6> Contiguous pooling windows as commonly employed in practice favor interleaved partitions over coarse ones , orienting the inductive bias towards the statistics of natural images. </S6> <S7> Other pooling schemes lead to different preferences , and this allows tailoring the network to data that departs from the usual domain of natural imagery. </S7> <S8> In addition to analyzing deep networks , we show that shallow ones support only linear separation ranks , and by this gain insight into the benefit of functions brought forth by dep. </S8> <S9> They are able to efficiently model strong correlation under favored partitions of the input. </S9>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,10,0
test,274,1701.02664,cs,"<S0> This paper reviews the historic of _ chalearn looking at people _ ( lap ) events. </S0> <S1> We started in 2011 ( with the release of the first kinect device ) to run challenges related to human action / activity and gesture recognition. </S1> <S2> Since then we have regularly organized events in a series of competitions covering all aspects of visual analysis of humans. </S2> <S3> So far we have organized more than 10 international challenges and events in this field. </S3> <S4> This paper reviews associated events , and introduces the chalearn lap platform where public resources ( including code , data and preprints of papers ) related to the organized events are available. </S4> <S5> We also provide a discussion on our main findings and perspectives of chalearn lap activities. </S5>",0.8333333333333334,0.0,0.0,0.0,0.0,0.0,,0.16666666666666666,,6,1
test,5823,1605.02474,cs,"<S0> We give efficient algorithms for the fundamental problems of broadcast and local broadcast in dynamic wireless networks. </S0> <S1> We propose a general model of communication which captures and includes both fading models ( like sinr ) and graph - based models ( such as quasi unit disc graphs , bounded - independence graphs , and protocol model ). </S1> <S2> The only requirement is that the nodes can be embedded in a bounded growth quasi - metric , which is the weakest condition known to ensure distributed operability. </S2> <S3> Both the nodes and the links of the network are dynamic : nodes can come and go , while the signal strength on links can go up or down. </S3> <S4> The results improve some of the known bounds even in the static setting , including an optimal algorithm for local broadcasting in the sinr model , which is additionally uniform ( independent of network size ). </S4> <S5> An essential component is a procedure for balancing contention , which has potentially wide applicability. </S5> <S6> The results illustrate the importance of carrier sensing , a stock feature of wireless nodes today , which we encapsulate in primitives to better explore its uses and usefulness. </S6>",0.14285714285714285,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,,0.0,,7,0
test,4589,1503.07193,cs,"<S0> This paper studies an optimal control problem for continuous - time stochastic systems subject to reachability objectives specified in a subclass of metric interval temporal logic specifications , a temporal logic with real - time constraints. </S0> <S1> We propose a probabilistic method for synthesizing an optimal control policy that maximizes the probability of satisfying a specification based on a discrete approximation of the underlying stochastic system. </S1> <S2> First , we show that the original problem can be formulated as a stochastic optimal control problem in a state space augmented with finite memory and states of some clock variables. </S2> <S3> Second , we present a numerical method for computing an optimal policy with which the given specification is satisfied with the maximal probability in point - based semantics in the discrete approximation of the underlying system. </S3> <S4> We show that the policy obtained in the discrete approximation converges to the optimal one for satisfying the specification in the continuous or dense - time semantics as the discretization becomes finer in both state and time. </S4> <S5> Finally , we illustrate our approach with a robotic motion planning example. </S5>",0.3333333333333333,0.0,0.5,0.16666666666666666,0.16666666666666666,0.0,,0.0,,6,0
test,5465,1212.2054,cs,"<S0> We propose a disk encryption method , called secure disk mixed system ( sdms ) in this paper , for data protection of disk storages such as usb flash memory , usb hard disk and cd / dvd. </S0> <S1> It is aimed to solve temporal and spatial limitation problems of existing disk encryption methods and to control security performance flexibly according to the security requirement of system. </S1> <S2> Sdms stores data by encrypting with different encryption key per sector and updates sector encryption keys each time data is written. </S2> <S3> Security performance of sdms is analyzed at the end of the paper. </S3>",0.25,0.25,0.25,0.0,0.25,0.0,,0.0,,4,0
test,284,cs0206011,cs,"<S0> Approaches from statistical physics are applied to investigate the structure of network models whose growth rules mimic aspects of the evolution of the world - wide web. </S0> <S1> We first determine the degree distribution of a growing network in which nodes are introduced one at a time and attach to an earlier node of degree @xmath0 with rate @xmath 1. </S1> <S2> Very different behaviors arise for @xmath 2 , @xmath 3 , and @xmath 4. </S2> <S3> We also analyze the degree distribution of a heterogeneous network , the joint age - degree distribution , the correlation between degrees of neighboring nodes , as well as global network properties. </S3> <S4> An extension to directed networks is then presented . by tuning model parameters to reasonable values. </S4> <S5> We obtain distinct power - law forms for the in - degree and out - degree distributions with exponents that are in good agreement with current data for the web. </S5> <S6> Finally , a general growth process with independent introduction of nodes and links is investigated. </S6> <S7> This leads to independently growing sub - networks that may coalesce with other sub - networks. </S7> <S8> General results for both the size distribution of sub - networks and the degree distribution are obtained. </S8>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,9,0
test,426,1312.548,cs,"<S0> A radio tomographic imaging ( rti ) system uses the received signal strength ( rss ) measured by rf sensors in a static wireless network to localize people in the deployment area , without having them to carry or wear an electronic device. </S0> <S1> This paper addresses the fact that small - scale changes in the position and orientation of the antenna of each rf sensor can dramatically affect imaging and localization performance of an rti system. </S1> <S2> However , the best placement for a sensor is unknown at the time of deployment. </S2> <S3> Improving performance in a deployed rti system requires the deployer to iteratively `` guess - and - retest '' , _ i.e. _ , pick a sensor to move and then re - run a calibration experiment to determine if the localization performance had improved or degraded. </S3> <S4> We present an rti system of _ servo - nodes _ , rf sensors equipped with servo motors which autonomously `` dial it in '' ,. </S4> <S5> I.e. _ , change position and orientation to optimize the rss on links of the network . by doing so. </S5> <S6> The localization accuracy of the rti system is quickly improved , without requiring any calibration experiment from the deployer. </S6> <S7> Experiments conducted in three indoor environments demonstrate that the servo - nodes system reduces localization error on average by 32 % compared to a standard rti system composed of static rf sensors. </S7> <S8> Radio tomographic imaging , device - free localization , rf sensors , multipath fadi. </S8>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,9,0
test,2280,1409.847,cs,"<S0> Probabilistic graphical models such as bayesian networks are one of the most powerful structures known by the computer science community for deriving probabilistic inferences. </S0> <S1> However , modern cognitive psychology has revealed that human decisions could not follow the rules of classical probability theory , because humans can not process large amounts of data in order to make judgements. </S1> <S2> Consequently , the inferences performed are based on limited data coupled with several heuristics , leading to violations of the law of total probability. </S2> <S3> This means that probabilistic graphical models based on classical probability theory are too limited to fully simulate and explain various aspects of human decision making. </S3> <S4> Quantum probability theory was developed in order to accommodate the paradoxical findings that the classical theory could not explain. </S4> <S5> Recent findings in cognitive psychology revealed that quantum probability can fully describe human decisions in an elegant framework. </S5> <S6> Their findings suggest that , before taking a decision , human thoughts are seen as superposed waves that can interfere with each other , influencing the final decision . in this wo. </S6> <S7> , we propose a new bayesian network based on the psychological findings of cognitive scientists. </S7> <S8> We made experiments with two very well known bayesian networks from the literature. </S8> <S9> The results obtained revealed that the quantum like bayesian network can affect drastically the probabilistic inferences , specially when the levels of uncertainty of the network are very high ( no pieces of evidence observed ). </S9> <S10> When the levels of uncertainty are very low , then the proposed quantum like network collapses to its classical counterpart. </S10>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,11,0
test,3324,cs0603094,cs,"<S0> We determine the capacity - achieving input covariance matrices for coherent block - fading correlated mimo rician channels. </S0> <S1> In contrast with the rayleigh and uncorrelated rician cases , no closed - form expressions for the eigenvectors of the optimum input covariance matrix are available. </S1> <S2> Both the eigenvectors and eigenvalues have to be evaluated by using numerical techniques. </S2> <S3> As the corresponding optimization algorithms are not very attractive , we evaluate the limit of the average mutual information when the number of transmit and receive antennas converge to @xmath0 at the same rate. </S3> <S4> We propose an attractive optimization algorithm of the large system approximant , and establish some convergence results. </S4> <S5> Numerical simulation results show that , even for a quite moderate number of transmit and receive antennas , the new approach provides the same results than direct maximization approaches of the average mutual information , while being much more computationally attractive. </S5>",0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,,0.0,,6,0
test,1901,1312.4231,cs,"<S0> Attribute reduction is a basic issue in knowledge representation and data mining. </S0> <S1> Rough sets provide a theoretical foundation for the issue. </S1> <S2> Matroids generalized from matrices have been widely used in many fields , particularly greedy algorithm design , which plays an important role in attribute reduction. </S2> <S3> Therefore , it is meaningful to combine matroids with rough sets to solve the optimization problems . in this paper , we introduce an existing algebraic structure called dependence space to study the reduction problem in terms of matroids. </S3> <S4> First , a dependence space of matroids is constructed. </S4> <S5> Second , the characterizations for the space such as consistent sets and reducts are studied through matroids. </S5> <S6> Finally , we investigate matroids by the means of the space and present two expressions for their bases . in a word. </S6> <S7> This paper provides new approaches to study attribute reduction. </S7> <S8> Rough set , matroid , dependence spa. </S8>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,9,0
test,1443,1211.4123,cs,"<S0> Following established tradition , software engineering today is rooted in a conceptually centralized way of thinking. </S0> <S1> The primary se artifact is a specification of a machi. </S1> <S2> A computational artifact that would meet the ( elicited and ) stated requirements . therein lies a fundamental mismatch with ( open ) sociotechnical systems , which involve multiple autonomous social participants or _ principals _ who interact with each other to further their individual goals. </S2> <S3> No central machine governs the behaviors of the various principals. </S3> <S4> We introduce interaction - oriented software engineering ( iose ) as an approach expressly suited to the needs of open sociotechnical systems . in io. </S4> <S5> , specifying a system amounts to specifying the interactions among the principals as. </S5> <S6> Iose reinterprets the classical software engineering principles of modularity , abstraction , separation of concerns , and encapsulation in a manner that accords with the realities of sociotechnical systems . to highlight the novelty of io. </S6> <S7> , we show where well - known se methodologies , especially those that explicitly aim to address either sociotechnical systems or the modeling of interactions among autonomous principals , fail to satisfy the iose principles. </S7> <S8> [ multiagent systems ] Amit K. Chopra : school of computing and communications , Lancaster university , Lancaster la1 4 Wa , United Kingdom .. </S8> <S9> Munindar p. Singh : department of computer science , North Carolina state university , Raleigh , Nc 27695 - 8206 , Usa. </S9>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,10,0
test,2964,1511.03742,cs,"<S0> The generic matrix - matrix multiplication ( Gemm ) is arguably the most popular computational kernel of the 20th century . yet. </S0> <S1> Surprisingly , no common methodology for evaluating gemm performance has been established over the many decades of using gemm for comparing architectures , compilers and ninja - class programmers. </S1> <S2> We introduce gemmbench , a framework and methodology for evaluating performance of gemm implementations. </S2> <S3> Gemmbench is implemented on top of collective knowledge ( ck ) , a lightweight framework for reproducible and collaborative r&d in computer systems. </S3> <S4> Using ck allows the r&d community to crowdsource hand - written and compiler - generated gemm implementations and to study their performance across multiple platforms , data sizes and data types. </S4> <S5> Our initial implementation supports hand - written opencl kernels operating on matrices consisting of single - and double - precision floating - point values , and producing single or multiple output elements per work - item ( via thread coarsening and vectorization ). </S5>",0.5,0.0,0.0,0.0,0.3333333333333333,0.0,,0.16666666666666666,,6,1
test,3205,1305.2876,cs,"<S0> Several experimental measurements are expressed in the form of one - dimensio - nal profiles , for which there is a scarcity of methodologies able to classify the pertinence of a given result to a specific group. </S0> <S1> The polarization curves that evaluate the corrosion kinetics of electrodes in corrosive media are an application where the behavior is chiefly analyzed from profiles. </S1> <S2> Polarization curves are indeed a classic method to determine the global kinetics of metallic electrodes , but the strong nonlinearity from different metals and alloys can overlap and the discrimination becomes a challenging problem . moreover , even finding a typical curve from replicated tests requires subjective judgement . in this pap. </S2> <S3> We used the so - called multi-@xmath0 approach based on the tsallis statistics in a classification engine to separate multiple polarization curve profiles of two stainless steels. </S3> <S4> We collected 48 experimental polarization curves in aqueous chloride medium of two stainless steel types , with different resistance against localized corrosion. </S4> <S5> Multi-@xmath0 pattern analysis was then carried out on a wide potential range , from cathodic up to anodic regions. </S5> <S6> An excellent classification rate was obtained , at a success rate of @xmath 1 , @xmath 2 , and @xmath 3 for low ( cathodic ) , high ( anodic ) , and both potential ranges , respectively , using only @xmath4 of the original profile data. </S6> <S7> These results show the potential of the proposed approach towards efficient , robust , systematic and automatic classification of highly non - linear profile curves . profile pattern classification , polarization curve , tsallis entropy , multi-@xmath0 pattern analys. </S7>",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8,0
test,2174,cs0312051,cs,"<S0> The main aim of this paper is to introduce automated generation of scripted dialogue as a worthwhile topic of investigation. </S0> <S1> In particular the fact that scripted dialogue involves two layers of communication , i.e. , uni - directional communication between the author and the audience of a scripted dialogue and bi - directional pretended communication between the characters featuring in the dialogue , is argued to raise some interesting issues. </S1> <S2> Our hope is that the combined study of the two layers will forge links between research in text generation and dialogue processing. </S2> <S3> The paper presents a first attempt at creating such links by studying three types of strategies for the automated generation of scripted dialogue. </S3> <S4> The strategies are derived from examples of human - authored and naturally occurring dialogue. </S4>",0.4,0.2,0.4,0.0,0.0,0.0,,0.0,,5,0
