dataset_type,row_id,arxiv_id,category,abstract,Introduction/Background,Aim/Purpose,Methodology,Results / Contributions ,Conclusions,Limitations of Research / Gap,Not Sure,ERRORS,TOO LONG,length,number_of_errors
test,306,1603.04911,cs,"<S0> This paper considers the collision avoidance problem in a multi - agent multi - obstacle framework. </S0> <S1> The originality in solving this intensively studied problem resides in the proposed geometrical view combined with differential flatness for trajectory generation and b - splines for the flat output parametrization . using some important properties of these theoretical too. </S1> <S2> We show that the constraints can be validated at all times. </S2> <S3> Exact and sub - optimal constructions of the collision avoidance optimization problem are provided. </S3> <S4> The results are validated through extensive simulations over standard autonomous aerial vehicle dynamics. </S4> <S5> Obstacle avoidance , flat trajectory , b - spline basis , mip ( mixed - integer programming ) , uav ( unmanned aerial vehicle ). </S5>",0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,,0.3333333333333333,,6,2
test,3726,809.4792,cs,"<S0> We study social cost losses in facility location games , where @xmath0 selfish agents install facilities over a network and connect to them , so as to forward their local demand ( expressed by a non - negative weight per agent ). </S0> <S1> Agents using the same facility share fairly its installation cost , but every agent pays individually a ( weighted ) connection cost to the chosen location. </S1> <S2> We study the price of stability ( pos ) of _ pure _ nash equilibria and the price of anarchy of _ strong _ equilibria ( spoa ) , that generalize pure equilibria by being resilient to coalitional deviations . a special case of recently studied network design games , facility location merits separate study as a classic model with numerous applications and individual characteristics : our analysis for unweighted agents on metric networks reveals constant upper and lower bounds for the pos , while an @xmath 1 upper bound implied by previous work is tight for non - metric networks. </S2> <S3> Strong equilibria do not always exist , even for the unweighted metric case. </S3> <S4> We show that @xmath2 - approximate strong equilibria exist ( @xmath3 ). </S4> <S5> The spoa is generally upper bounded by @xmath4 ( @xmath5 is the sum of agents weights ) , which becomes tight @ xmath 6 for unweighted agents . for the unweighted metric case we prove a constant upper bound. </S5> <S6> We point out several challenging open questions that arise. </S6>",0.2857142857142857,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,,0.2857142857142857,,7,2
test,3978,1701.03602,cs,"<S0> Automatic verification deals with the validation by means of computers of correctness certificates. </S0> <S1> The related tools , usually called _ proof assistant _ or _ interactive provers _ , provide an interactive environment for the creation of formal certificates whose correctness can be assessed in a purely automatic way. </S1> <S2> Such have applications both in mathematics , where certificates are proofs of theorems , and in computer science , where certificates testify the correctness of a given software with respect to its specification. </S2>",0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,,0.3333333333333333,,3,1
test,2286,1504.03834,cs,"<S0> We compare the capability of wavelet functions used for noise removal in preprocessing step of a qrs detection algorithm in the electrocardiogram ( ecg ) signal. </S0> <S1> The qrs signal to noise ratio enhancement and the detection accuracy of each wavelet function are evaluated using three measures : ( 1 ) the ratio of the maximum beat amplitude to the minimum beat amplitude ( rmm ) , ( 2 ) the mean of absolute of time error ( mate ) , and ( 3 ) the figure of merit ( fom ). </S1> <S2> Three wavelet functions from previous well - known publications are explored , i.e. , bior1.3 , db10 , and mexican hat wavelet functions. </S2> <S3> Results evaluated with the ecg signal from Mit - bih arrhythmia database show that the mexican hat wavelet function is better than the others . while the scale 8 of mexican hat wavelet function can provide the best enhancement in qrs signal to noise rat. </S3> <S4> , the scale 4 of mexican hat wavelet function can provide the best detection accuracy. </S4> <S5> These results may be combined and may enable the use of a single fixed threshold for all ecg records leading to the reduction in computational complexity of the qrs detection algorithm. </S5>",0.3333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,,0.3333333333333333,,6,2
test,4213,1107.4865,cs,"<S0> Given a causal model of some domain and a particular story that has taken place in this domain , the problem of actual causation is deciding which of the possible causes for some effect actually caused it. </S0> <S1> One of the most influential approaches to this problem has been developed by halpern and pearl in the context of structural models . in this paper. </S1> <S2> I argue that this is actually not the best setting for studying this problem . as an alternative. </S2> <S3> I offer the probabilistic logic programming language of cp - logic. </S3> <S4> Unlike structural models , cp - logic incorporates the deviant / default distinction that is generally considered an important aspect of actual causation , and it has an explicitly dynamic semantics , which helps to formalize the stories that serve as input to an actual causation problem. </S4>",0.2,0.0,0.2,0.0,0.2,0.0,,0.4,,5,2
test,579,908.0239,cs,"<S0> The sort transform ( St ) is a modification of the burrows - wheeler transform ( bwt ). </S0> <S1> Both transformations map an arbitrary word of length @xmath0 to a pair consisting of a word of length @xmath0 and an index between @xmath1 and @xmath0. </S1> <S2> The bwt sorts all rotation conjugates of the input word , whereas the st of order @xmath2 only uses the first @xmath2 letters for sorting all such conjugates. </S2> <S3> If two conjugates start with the same prefix of length @xmath2 , then the indices of the rotations are used for tie - breaking . both transforms output the sequence of the last letters of the sorted list and the index of the input within the sorted list . in this paper , we discuss a bijective variant of the bwt ( due to Scott ) , proving its correctness and relations to other results due to gessel and reutenauer ( 1993 ) and Crochemore , Dsarmnien , and Perrin ( 2005 ). </S3> <S4> Further , we present a novel bijective variant of the St. </S4>",0.6,0.0,0.0,0.0,0.2,0.0,,0.2,,5,1
test,4922,1306.2295,cs,"<S0> Markov random fields provide a compact representation of joint probability distributions by representing its independence properties in an undirected graph. </S0> <S1> The well - known hammersley - clifford theorem uses these conditional independences to factorize a gibbs distribution into a set of factors . however , an important issue of using a graph to represent independences is that it can not encode some types of independence relations , such as the context - specific independences ( csis ). </S1> <S2> They are a particular case of conditional independences that is true only for a certain assignment of its conditioning set ; in contrast to conditional independences that must hold for all its assignments. </S2> <S3> This work presents a method for factorizing a markov random field according to csis present in a distribution , and formally guarantees that this factorization is correct. </S3> <S4> This is presented in our main contribution , the context - specific hammersley - clifford theorem , a generalization to csis of the hammersley - clifford theorem that applies for conditional independences. </S4>",0.4,0.0,0.0,0.2,0.2,0.0,,0.2,,5,1
test,2015,cs0412067,cs,"<S0> Recently , a quasi - orthogonal space - time block code ( qstbc ) capable of achieving a significant fraction of the outage mutual information of a multiple - input - multiple output ( mimo ) wireless communication system for the case of four transmit and one receive antennas was proposed. </S0> <S1> We generalize these results to @xmath0 transmit and an arbitrary number of receive antennas @xmath 1. </S1> <S2> Furthermore , we completely characterize the structure of the equivalent channel for the general case and show that for all @xmath0 and @xmath1 the eigenvectors of the equivalent channel are fixed and independent from the channel realization. </S2> <S3> Furthermore , the eigenvalues of the equivalent channel are independent identically distributed random variables each following a noncentral chi - square distribution with @xmath2 degrees of freedom . based on these important insights into the structure of the qstbc , we derive an analytical lower bound for the fraction of outage probability achieved with qstbc and show that this bound is tight for low signal - to - noise - ratios ( snr ) values and also for increasing number of receive antennas. </S3> <S4> We also present an upper bound , which is tight for high snr values and derive analytical expressions for the case of four transmit antennas. </S4> <S5> Finally , by utilizing the special structure of the qstbc we propose a new transmit strategy , which decouples the signals transmitted from different antennas in order to detect the symbols separately with a linear ml - detector rather than joint detection , an up to now only known advantage of orthogonal space - time block codes ( ostbc ). </S5>",0.0,0.0,0.0,0.6666666666666666,0.0,0.0,,0.3333333333333333,,6,2
test,911,1602.05032,cs,<S0> In this paper we give a detailed analysis of deterministic and randomized algorithms that enumerate any number of irreducible polynomials of degree @xmath0 over a finite field and their roots in the extension field in quasilinear where @xmath 1 is the size of the output. </S0> <S1> ] time cost per element. </S1> <S2> Our algorithm is based on an improved algorithm for enumerating all the Lyndon words of length @xmath0 in linear delay time and the known reduction of Lyndon words to irreducible polynomials. </S2>,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,,0.3333333333333333,,3,1
test,1242,1703.07822,cs,"<S0> We consider the problem of a robot learning the mechanical properties of objects through physical interaction with the object , and introduce a practical , data - efficient approach for identifying the motion models of these objects. </S0> <S1> The proposed method utilizes a physics engine , where the robot seeks to identify the inertial and friction parameters of the object by simulating its motion under different values of the parameters and identifying those that result in a simulation which matches the observed real motions. </S1> <S2> The problem is solved in a bayesian optimization framework. </S2> <S3> The same framework is used for both identifying the model of an object online and searching for a policy that would minimize a given cost function according to the identified model. </S3> <S4> Experimental results both in simulation and using a real robot indicate that the proposed method outperforms state - of - the - art model - free reinforcement learning approaches. </S4>",0.2,0.0,0.0,0.4,0.2,0.0,,0.2,,5,1
test,4698,1610.03437,cs,"<S0> In this article , we present a denoising algorithm to improve the interpretation and quality of scanning tunneling microscopy ( stm ) images . given the high level of self - similarity of stm images , we propose a denoising algorithm by reformulating the true estimation problem as a sparse regression , often termed sparse coding. </S0> <S1> We introduce modifications to the algorithm to cope with the existence of artifacts , mainly dropouts , which appear in a structured way as consecutive line segments on the scanning direction. </S1> <S2> The resulting algorithm treats the artifacts as missing data , and the estimated values outperform those algorithms that substitute the outliers by a local filtering. </S2> <S3> We provide code implementations for both matlab and gwyddion @xcite. </S3>",0.0,0.0,0.0,0.75,0.25,0.0,,0.25,,4,1
test,5212,1203.0781,cs,"<S0> This manuscript proposes a posterior mean ( pm ) super - resolution ( sr ) method with a compound gaussian markov random field ( mrf ) prior. </S0> <S1> Sr is a technique to estimate a spatially high - resolution image from observed multiple low - resolution images . a compound gaussian mrf model provides a preferable prior for natural images that preserves edges. </S1> <S2> Pm is the optimal estimator for the objective function of peak signal - to - noise ratio ( psnr ). </S2> <S3> This estimator is numerically determined by using variational bayes ( vb ). </S3> <S4> We then solve the conjugate prior problem on vb and the exponential - order calculation cost problem of a compound gaussian mrf prior with simple taylor approximations . in experiments. </S4> <S5> The proposed method roughly overcomes existing methods. </S5> <S6> Super - resolution , fully bayesian approach , markov random field prior , variational bayes , taylor approximation. </S6>",0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,,0.42857142857142855,,7,3
test,4140,1606.00541,cs,"<S0> In this paper , we investigate gpu based parallel triangular solvers systematically. </S0> <S1> The parallel triangular solvers are fundamental to incomplete lu factorization family preconditioners and algebraic multigrid solvers. </S1> <S2> We develop a new matrix format suitable for gpu devices. </S2> <S3> Parallel lower triangular solvers and upper triangular solvers are developed for this new data structure . with these solvers , ilu preconditioners and domain decomposition preconditione. </S3> <S4> Are developed. </S4> <S5> Numerical results show that we can speed triangular solvers around seven times faster. </S5> <S6> Solver , gpu , parallel , linear syst. </S6>",0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.0,,0.42857142857142855,,7,3
test,861,1512.04782,cs,"<S0> Critical software systems face stringent requirements in safety , security , and reliability due to the circumstances surrounding their operation. </S0> <S1> Safety and security have progressively gained importance over the years due to the integration of hardware with software - intensive deployments that introduce additional sources of errors. </S1> <S2> It is , then , necessary to follow high - quality exhaustive software development processes that besides the needed development activities to increase safety and security also integrate techniques to increase the reliability of the software development process itself . in practice. </S2> <S3> The use of automated techniques for the _ verification of the verification process _ is , however , not sufficiently wide spread. </S3> <S4> This is mainly due to the high cost of the required techniques and to their degree of complexity when adjusting to the different norms and regulations. </S4> <S5> This work presents an approach for comprehensive management of the verification processes ; the approach allows engineers to monitor and control the project status regarding the applicable standards. </S5> <S6> This approach has been validated through its implementation in a tool and its application to real projects. </S6>",0.42857142857142855,0.0,0.0,0.0,0.2857142857142857,0.0,,0.2857142857142857,,7,2
test,271,1512.06925,cs,"<S0> The success of product quantization ( pq ) for fast nearest neighbor search depends on the exponentially reduced complexities of both storage and computation with respect to the codebook size. </S0> <S1> Recent efforts have been focused on employing sophisticated optimization strategies , or seeking more effective models. </S1> <S2> Residual quantization ( rq ) is such an alternative that holds the same property as Pq in terms of the aforementioned complexities. </S2> <S3> In addition to being a direct replacement of pq , hybrids of pq and rq can yield more gains for approximate nearest neighbor search. </S3> <S4> This motivated us to propose a novel approach to optimizing rq and the related hybrid models . with an observation of the general randomness increase in a residual spa. </S4> <S5> , we propose a new strategy that jointly learns a local transformation per residual cluster with an ultimate goal to reduce overall quantization errors. </S5> <S6> We have shown that our approach can achieve significantly better accuracy on nearest neighbor search than both the original and the optimized pq on several very large scale benchmarks. </S6>",0.5714285714285714,0.0,0.0,0.0,0.14285714285714285,0.0,,0.2857142857142857,,7,2
test,1702,cs0011005,cs,"<S0> This paper presents a practical solution for detecting data races in parallel programs. </S0> <S1> The solution consists of a combination of execution replay ( ) with automatic on - the - fly data race detection. </S1> <S2> This combination enables us to perform the data race detection on an unaltered execution ( almost no probe effect ). </S2> <S3> Furthermore , the usage of multilevel bitmaps and snooped matrix clocks limits the amount of memory used . as the record phase . </S3> <S4> Is highly efficient , there is no need to switch it off , hereby eliminating the possibility of heisenbugs because tracing can be left on all the time. </S4>",0.4,0.0,0.0,0.2,0.0,0.0,,0.4,,5,2
test,3716,1703.10196,cs,"<S0> We present an algorithm capable of identifying a wide variety of human - induced change on the surface of the planet by analyzing matches between local features in time - sequenced remote sensing imagery. </S0> <S1> We evaluate feature sets , match protocols , and the statistical modeling of feature matches . with application of kaze features , k - nearest - neighbor descriptor matching , and geometric proximity and bi - directional match consistency checks , average match rates increase more than two - fold over the previous standard . in testing our platform , we developed a small , labeled benchmark dataset expressing large - scale residential , industrial , and civic construction , along with null instances , in California between the years 2010 and 2012. </S1> <S2> On the benchmark set , our algorithm makes precise , accurate change proposals on two - thirds of scenes. </S2> <S3> Further , the detection threshold can be tuned so that all or almost all proposed detections are true positives. </S3>",0.25,0.0,0.0,0.0,0.5,0.0,,0.25,,4,1
test,872,1605.0656,cs,"<S0> As the complexity of deep neural networks ( dnns ) trend to grow to absorb the increasing sizes of data , memory and energy consumption has been receiving more and more attentions for industrial applications , especially on mobile devices. </S0> <S1> This paper presents a novel structure based on functional hashing to compress dnns , namely funhashnn . for each entry in a deep net. </S1> <S2> Funhashnn uses multiple low - cost hash functions to fetch values in the compression space , and then employs a small reconstruction network to recover that entry. </S2> <S3> The reconstruction network is plugged into the whole network and trained jointly. </S3> <S4> Funhashnn includes the recently proposed hashednets @xcite as a degenerated case , and benefits from larger value capacity and less reconstruction loss. </S4> <S5> We further discuss extensions with dual space hashing and multi - hops . on several benchmark datasets , funhashnn demonstrates high compression ratios with little loss on prediction accuracy. </S5>",0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,,0.3333333333333333,,6,2
test,5722,1602.07851,cs,"<S0> In this paper we study the effective thermal behaviour of 3d representative volume elements ( rves ) of two - phased composite materials constituted by a matrix with cylindrical and spherical inclusions distributed randomly , with periodic boundaries. </S0> <S1> Variations around the shape of inclusions have been taken into account , by corrugating shapes , excavating and / or by removing pieces of inclusions. </S1> <S2> The effective behaviour is computed with the help of homogenization process based on an accelerated fft - scheme giving the thermal conductivity tensor. </S2> <S3> Several morphological parameters are also taken into account for instance the number and the volume fraction of each type of inclusions , ... in order to analyse the behaviour of the composite for a large number of geometries. </S3> <S4> We compare the results obtained for rves with and without variations , and then with the mechanical results of such composite studied in our previous paper. </S4>",0.4,0.0,0.2,0.0,0.2,0.0,,0.2,,5,1
test,2086,907.0783,cs,"<S0> We learn multiple hypotheses for related tasks under a latent hierarchical relationship between tasks. </S0> <S1> We exploit the intuition that for _ domain adaptation _ , we wish to share classifier structure , but for _ multitask learning _ , we wish to share covariance structure. </S1> <S2> Our hierarchical model is seen to subsume several previously proposed multitask learning models and performs well on three distinct real - world data sets. </S2>",0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,,0.3333333333333333,,3,1
test,1304,cs0502068,cs,"<S0> Rush hour logic was introduced in @xcite as a model of computation inspired by the `` rush hour '' toy puzzle , in which cars can move horizontally or vertically within a parking lot. </S0> <S1> The authors show how the model supports polynomial space computation , using certain car configurations as building blocks to construct boolean circuits for a cpu and memory. </S1> <S2> They consider the use of cars of length 3 crucial to their construction , and conjecture that cars of size 2 only , which we ll call _ size 2 rush hour _ , do not support polynomial space computation. </S2> <S3> We settle this conjecture by showing that the required building blocks are constructible in size 2 rush hour. </S3> <S4> Furthermore , we consider unit rush hour , which was hitherto believed to be trivial , show it s relation to maze puzzles , and provide empirical support for it s hardness. </S4>",0.4,0.0,0.0,0.2,0.2,0.0,,0.2,,5,1
test,5912,905.2825,cs,"<S0> In optimizing the topology of wireless networks built of a dynamic set of spatially embedded agents , there are many trade - offs to be dealt with. </S0> <S1> The network should preferably be as small ( in the sense that the average , or maximal , pathlength is short ) as possible , it should be robust to failures , not consume too much power , and so on . in this paper , we investigate simple models of how agents can choose their neighbors in such an environment . in our model of attachment , we can tune from one situation where agents prefer to attach to others in closest proximity , to a situation where distance is ignored ( and thus attachments can be made to agents further away ). </S1> <S2> We evaluate this scenario with several performance measures and find that the optimal topologies , for most of the quantities , is obtained for strategies resulting in a mix of most local and a few random connections. </S2>",0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,,0.3333333333333333,,3,1
test,4199,1605.09336,cs,"<S0> Many creative ideas are being proposed for image sensor designs , and these may be useful in applications ranging from consumer photography to computer vision . to understand and evaluate each new design , we must create a corresponding image processing pipeline that transforms the sensor data into a form that is appropriate for the application. </S0> <S1> The need to design and optimize these pipelines is time - consuming and costly. </S1> <S2> We explain a method that combines machine learning and image systems simulation that automates the pipeline design. </S2> <S3> The approach is based on a new way of thinking of the image processing pipeline as a large collection of local linear filters. </S3> <S4> We illustrate how the method has been used to design pipelines for novel sensor architectures in consumer photography applications. </S4> <S5> Local linear learned , camera image processing pipeline , machine learni. </S5>",0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,,0.3333333333333333,,6,2
test,6245,1206.6177,cs,"<S0> This paper deals with the structural analysis problem of dynamic lumped process high - index dae models. </S0> <S1> We consider two methods for index reduction of such models by differentiation : pryce s method and the symbolic differential elimination algorithm rifsimp. </S1> <S2> Discussion and comparison of these methods are given via a class of fundamental process simulation examples. </S2> <S3> In particular , the efficiency of the pryce method is illustrated as a function of the number of tanks in process design. </S3> <S4> Algebraic equations , structural analysis , symbolic differential elimination , fast prolongation , linear programming probl. </S4>",0.4,0.0,0.4,0.0,0.0,0.0,,0.2,,5,1
test,5108,1310.7447,cs,"<S0> A new method for removing impulse noise from speech in the wavelet transform domain is proposed. </S0> <S1> The method utilizes the multi - resolution property of the wavelet transform , which provides finer time resolution at the higher frequencies than the short - time fourier transform ( stft ) , to effectively identify and remove impulse noise. </S1> <S2> It uses two features of speech to discriminate speech from impulse noise : one is the slow time - varying nature of speech and the other is the lipschitz regularity of the speech components . on the basis of these features , an algorithm has been developed to identify and suppress wavelet coefficients that correspond to impulse noise. </S2> <S3> Experiment results show that the new method is able to significantly reduce impulse noise without degrading the quality of the speech signal or introducing any audible artifacts. </S3> <S4> Wavelets , transient removal , impulsive noise removal , speech enhanceme. </S4>",0.2,0.0,0.0,0.4,0.0,0.0,,0.4,,5,2
test,747,1602.08063,cs,"<S0> Voting rules allow multiple agents to aggregate their preferences in order to reach joint decisions. </S0> <S1> Perhaps one of the most important desirable properties in this context is _ condorcet - consistency _ , which requires that a voting rule should return an alternative that is preferred to any other alternative by some majority of voters. </S1> <S2> Another desirable property is _ participation _ , which requires that no voter should be worse off by joining an electorate. </S2> <S3> A seminal result in social choice theory by @xcite has shown that condorcet - consistency and participation are incompatible whenever there are at least 4 alternatives and 25 voters. </S3> <S4> We leverage sat solving to obtain an elegant human - readable proof of moulin s result that requires only 12 voters. </S4> <S5> Moreover , the sat solver is able to construct a condorcet - consistent voting rule that satisfies participation as well as a number of other desirable properties for up to 11 voters , proving the optimality of the above bound. </S5> <S6> We also obtain tight results for set - valued and probabilistic voting rules , which complement and significantly improve existing theorems. </S6>",0.14285714285714285,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,,0.2857142857142857,,7,2
test,5985,1601.06121,math,"<S0> In this manuscript we introduced the generalized fractional riemann - liouville and Caputo like derivative for functions defined on fractal sets. </S0> <S1> The gamma , mittag - leffler and beta functions were defined on the fractal sets . the non - local laplace transformation is given and applied for solving linear and non - linear fractal equations. </S1> <S2> The advantage of using these new nonlocal derivatives on fractals subset of real - line lies in the fact that they are used for better modelling of processes with memory effect. </S2> <S3> * keyword : * fractal calculus ; triadic cantor set ; non - local laplace transformation ; memory processes ; generalized mittag - leffler function ; generalized gamma function ; generalized beta functi. </S3>",0.5,0.0,0.0,0.5,0.25,0.0,,0.25,,4,1
test,8,1311.0649,math,"<S0> Kingman s coalescent is a random tree that arises from classical population genetic models such as the moran model. </S0> <S1> The individuals alive in these models correspond to the leaves in the tree and the following two laws of large numbers concerning the structure of the tree - top are well - known : ( i ) the ( shortest ) distance , denoted by @xmath0 , from the tree - top to the level when there are @xmath1 lines in the tree satisfies @xmath 2 almost surely ; ( ii ) at time @xmath0 , the population is naturally partitioned in exactly @xmath1 families where individuals belong to the same family if they have a common ancestor at time @xmath0 in the past . if @xmath 3 denotes the size of the @xmath4th family , then @xmath5 almost surely . for both laws of large numbe. </S1> <S2> We prove corresponding large deviations results . for ( i ) , the rate of the large deviations is @xmath1 and we can give the rate function explicitly . for ( ii ) , the rate is @xmath1 for downwards deviations and @xmath6 for upwards deviations . for both cas. </S2> <S3> We give the exact rate function. </S3> <S4> = = =. </S4>",0.2,0.0,0.0,0.2,0.2,0.0,S4,0.4,,5,2
